bps,defensive_contribution,element,expected_assists,expected_goals,expected_goals_conceded,fixture,minutes,opponent_team,round,starts,total_points,ict_index
0,0,524,0.0,0.0,0.0,4,0,5,1,0,0,0.0
0,0,524,0.0,0.0,0.0,15,0,8,2,0,0,0.0
0,0,524,0.0,0.0,0.0,27,0,19,3,0,0,0.0
0,0,524,0.0,0.0,0.0,31,0,1,4,0,0,0.0
0,0,524,0.0,0.0,0.0,44,0,3,5,0,0,0.0
0,0,524,0.0,0.0,0.0,59,0,17,6,0,0,0.0
0,0,524,0.0,0.0,0.0,69,0,15,7,0,0,0.0
0,0,524,0.0,0.0,0.0,77,0,7,8,0,0,0.0
0,0,524,0.0,0.0,0.0,83,0,4,9,0,0,0.0
0,0,527,0.0,0.0,0.0,4,0,5,1,0,0,0.0
0,0,527,0.0,0.0,0.0,15,0,8,2,0,0,0.0
0,0,527,0.0,0.0,0.0,27,0,19,3,0,0,0.0
0,0,527,0.0,0.0,0.0,31,0,1,4,0,0,0.0
0,0,527,0.0,0.0,0.0,44,0,3,5,0,0,0.0
0,0,527,0.0,0.0,0.0,59,0,17,6,0,0,0.0
0,0,527,0.0,0.0,0.0,69,0,15,7,0,0,0.0
5,4,527,0.02,0.08,0.37,77,45,7,8,1,1,1.1
8,1,527,0.0,0.11,0.1,83,45,4,9,0,1,4.6
29,3,669,0.01,0.1,1.5,4,78,5,1,1,9,6.0
21,5,669,0.35,0.0,1.1,15,70,8,2,1,7,6.1
5,6,669,0.0,0.0,0.47,27,57,19,3,1,1,0.9
10,5,669,0.03,0.0,1.84,31,90,1,4,1,2,4.2
10,6,669,0.18,0.0,0.68,44,75,3,5,1,2,4.3
5,2,669,0.01,0.05,0.74,59,59,17,6,1,1,1.9
11,7,669,0.06,0.0,1.03,69,64,15,7,1,2,3.6
0,0,669,0.0,0.0,0.0,77,0,7,8,0,0,0.0
9,11,669,0.01,0.05,0.59,83,82,4,9,1,2,0.5
8,3,543,0.02,0.14,0.33,5,75,19,1,1,6,2.0
7,5,543,0.09,0.0,0.34,14,62,3,2,1,1,2.8
4,2,543,0.0,0.0,0.24,28,25,5,3,0,1,1.5
11,4,543,0.09,0.0,0.84,35,68,8,4,1,3,2.3
0,0,543,0.0,0.0,0.0,48,0,2,5,0,0,0.0
2,0,543,0.0,0.0,0.07,59,5,16,6,0,1,0.2
4,2,543,0.05,0.0,1.21,68,36,14,7,1,1,2.6
0,0,543,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,543,0.0,0.0,0.0,85,0,7,9,0,0,0.0
6,6,542,0.0,0.0,0.33,5,52,19,1,1,1,1.6
5,6,542,0.01,0.0,1.0,14,81,3,2,0,1,2.0
0,0,542,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,542,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,542,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,542,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,542,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,542,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,542,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,536,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,536,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,536,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,536,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,536,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,536,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,536,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,536,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,536,0.0,0.0,0.0,85,0,7,9,0,0,0.0
4,4,547,0.0,0.0,0.23,5,14,19,1,0,1,0.4
15,8,547,0.05,0.04,0.66,14,27,3,2,0,1,3.6
30,14,547,0.03,0.79,1.2,28,90,5,3,1,11,9.2
0,0,547,0.0,0.0,0.0,35,0,8,4,0,0,0.0
6,5,547,0.0,0.0,0.46,48,80,2,5,1,2,1.0
9,4,547,0.15,0.0,1.09,59,74,16,6,1,3,2.3
6,8,547,0.01,0.0,1.84,68,90,14,7,1,2,1.5
13,14,547,0.02,0.0,0.83,78,90,20,8,1,5,3.9
7,9,547,0.02,0.04,0.78,85,74,7,9,1,1,3.7
0,0,545,0.0,0.0,0.0,5,0,19,1,0,0,0.0
4,1,545,0.02,0.03,0.66,14,27,3,2,0,1,1.4
0,0,545,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,545,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,545,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,545,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,545,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,545,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,545,0.0,0.0,0.0,85,0,7,9,0,0,0.0
4,6,544,0.01,0.23,0.56,5,90,19,1,1,3,3.0
7,3,544,0.04,0.0,0.34,14,79,3,2,1,2,2.4
11,2,544,0.02,0.25,1.2,28,86,5,3,1,4,1.5
1,4,544,0.01,0.02,1.77,35,90,8,4,1,3,1.1
0,0,544,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,544,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,544,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,544,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,544,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,538,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,538,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,538,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,538,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,538,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,538,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,538,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,538,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,538,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,539,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,539,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,539,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,539,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,539,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,539,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,539,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,539,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,539,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,546,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,546,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,546,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,546,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,546,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,546,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,546,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,546,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,546,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,540,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,540,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,540,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,540,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,540,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,540,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,540,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,540,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,540,0.0,0.0,0.0,85,0,7,9,0,0,0.0
27,8,541,0.0,0.0,0.56,5,90,19,1,1,6,1.6
14,12,541,0.02,0.0,1.0,14,90,3,2,1,3,4.0
8,9,541,0.01,0.02,1.2,28,90,5,3,1,1,1.9
29,6,541,0.01,0.0,1.77,35,90,8,4,1,6,2.4
-12,1,541,0.0,0.0,0.25,48,32,2,5,1,-2,0.0
0,0,541,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,541,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,541,0.0,0.0,0.0,78,0,20,8,0,0,0.0
7,6,541,0.0,0.0,0.9,85,90,7,9,1,2,1.2
0,0,555,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,555,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,555,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,555,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,555,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,555,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,555,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,555,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,555,0.0,0.0,0.0,85,0,7,9,0,0,0.0
17,2,553,0.01,0.0,0.53,5,90,19,1,1,6,4.1
3,2,553,0.01,0.23,0.34,14,62,3,2,1,2,2.2
7,6,553,0.02,0.08,0.96,28,64,5,3,1,3,2.0
8,4,553,0.16,0.21,1.77,35,90,8,4,1,3,3.9
8,8,553,0.05,0.07,0.46,48,79,2,5,1,2,2.3
8,7,553,0.03,0.05,1.61,59,84,16,6,1,3,1.1
3,1,553,0.01,0.26,0.45,68,32,14,7,0,1,4.1
13,1,553,0.0,0.0,0.59,78,27,20,8,0,4,0.1
26,1,553,0.0,0.12,0.23,85,25,7,9,0,8,5.1
0,0,550,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,550,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,550,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,550,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,550,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,550,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,550,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,550,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,550,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,549,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,549,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,549,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,549,0.0,0.0,0.0,35,0,8,4,0,0,0.0
4,1,549,0.0,0.0,0.1,48,1,2,5,0,1,0.1
0,0,549,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,549,0.0,0.0,0.0,68,0,14,7,0,0,0.0
3,1,549,0.0,0.0,0.1,78,1,20,8,0,1,0.1
0,0,549,0.0,0.0,0.0,85,0,7,9,0,0,0.0
3,0,551,0.0,0.0,0.03,5,1,19,1,0,1,0.0
0,0,551,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,551,0.0,0.0,0.0,28,0,5,3,0,0,0.0
3,0,551,0.0,0.0,0.1,35,1,8,4,0,1,0.0
5,1,551,0.03,0.06,0.25,48,36,2,5,1,1,1.8
1,5,551,0.01,0.06,0.45,59,58,16,6,1,1,0.7
0,0,551,0.0,0.0,0.0,68,0,14,7,0,0,0.0
7,4,551,0.01,0.0,0.34,78,75,20,8,1,3,1.6
4,2,551,0.01,0.0,0.12,85,15,7,9,0,1,0.2
0,0,554,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,554,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,554,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,554,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,554,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,554,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,554,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,554,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,554,0.0,0.0,0.0,85,0,7,9,0,0,0.0
6,9,552,0.01,0.0,0.56,5,90,19,1,1,3,1.5
13,4,552,0.08,0.0,1.0,14,90,3,2,1,2,2.3
12,4,552,0.19,0.0,1.2,28,90,5,3,1,2,3.7
11,7,552,0.01,0.02,1.39,35,83,8,4,1,3,1.9
7,5,552,0.0,0.0,0.61,48,90,2,5,1,1,2.4
16,6,552,0.02,0.03,1.68,59,90,16,6,1,2,1.3
10,10,552,0.02,0.0,1.84,68,90,14,7,1,1,1.6
15,8,552,0.01,0.03,0.73,78,90,20,8,1,3,1.2
17,11,552,0.01,0.0,0.9,85,90,7,9,1,2,2.7
0,0,537,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,537,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,537,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,537,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,537,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,537,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,537,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,537,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,537,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,548,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,548,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,548,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,548,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,548,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,548,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,548,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,548,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,548,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,557,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,557,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,557,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,557,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,557,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,557,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,557,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,557,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,557,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,556,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,556,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,556,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,556,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,556,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,556,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,556,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,556,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,556,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,559,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,559,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,559,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,559,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,559,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,559,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,559,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,559,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,559,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,558,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,558,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,558,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,558,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,558,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,558,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,558,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,558,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,558,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,562,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,562,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,562,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,562,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,562,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,562,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,562,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,562,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,562,0.0,0.0,0.0,85,0,7,9,0,0,0.0
37,0,561,0.0,0.09,0.33,5,75,19,1,1,8,7.1
3,5,561,0.0,0.3,0.34,14,62,3,2,1,2,3.1
3,0,561,0.0,0.0,0.96,28,64,5,3,1,2,0.0
0,0,561,0.0,0.0,0.0,35,0,8,4,0,0,0.0
3,1,561,0.0,0.0,0.25,48,10,2,5,0,1,0.1
0,0,561,0.0,0.0,0.0,59,0,16,6,0,0,0.0
5,0,561,0.06,0.08,0.45,68,32,14,7,0,1,1.8
2,1,561,0.0,0.0,0.48,78,14,20,8,0,1,0.2
0,0,561,0.0,0.0,0.0,85,0,7,9,0,0,0.0
29,2,560,0.0,0.04,0.23,5,14,19,1,0,5,5.1
0,0,560,0.0,0.0,0.66,14,27,3,2,0,1,0.4
32,2,560,0.0,0.24,0.24,28,25,5,3,0,8,7.4
1,3,560,0.0,0.11,1.67,35,90,8,4,1,2,1.8
35,3,560,0.0,0.62,0.46,48,79,2,5,1,9,8.0
4,3,560,0.03,0.22,1.61,59,84,16,6,1,2,2.3
1,0,560,0.0,0.0,1.39,68,58,14,7,1,1,0.3
5,2,560,0.0,0.04,0.34,78,75,20,8,1,2,0.6
25,1,560,0.0,0.8,0.78,85,74,7,9,1,7,7.4
0,0,563,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,563,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,563,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,563,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,563,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,563,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,563,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,563,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,563,0.0,0.0,0.0,85,0,7,9,0,0,0.0
0,0,564,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,564,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,564,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,564,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,564,0.0,0.0,0.0,48,0,2,5,0,0,0.0
0,0,564,0.0,0.0,0.0,59,0,16,6,0,0,0.0
0,0,564,0.0,0.0,0.0,68,0,14,7,0,0,0.0
0,0,564,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,564,0.0,0.0,0.0,85,0,7,9,0,0,0.0
10,6,668,0.04,0.0,0.56,5,90,19,1,1,3,4.7
14,13,668,0.06,0.05,1.0,14,90,3,2,1,4,4.5
28,11,668,0.1,0.0,1.2,28,90,5,3,1,4,5.1
20,18,668,0.11,0.0,1.77,35,90,8,4,1,5,4.3
20,8,668,0.09,0.07,0.71,48,90,2,5,1,4,5.5
33,20,668,0.23,0.0,1.68,59,90,16,6,1,9,6.4
18,13,668,0.09,0.02,1.84,68,90,14,7,1,3,4.6
15,12,668,0.06,0.03,0.83,78,90,20,8,1,5,3.8
13,9,668,0.02,0.15,0.9,85,90,7,9,1,2,3.7
31,0,670,0.0,0.0,0.56,5,90,19,1,1,8,3.0
0,0,670,0.0,0.0,1.0,14,90,3,2,1,1,0.4
23,0,670,0.0,0.0,1.2,28,90,5,3,1,8,4.7
39,0,670,0.0,0.0,1.77,35,90,8,4,1,10,4.3
3,0,670,0.0,0.0,0.71,48,90,2,5,1,2,0.6
39,0,670,0.01,0.0,1.68,59,90,16,6,1,10,6.9
12,0,670,0.0,0.0,1.84,68,90,14,7,1,2,2.8
28,0,670,0.0,0.0,0.83,78,90,20,8,1,7,2.3
22,0,670,0.0,0.0,0.9,85,90,7,9,1,4,4.4
0,0,678,0.0,0.0,0.0,5,0,19,1,0,0,0.0
0,0,678,0.0,0.0,0.0,14,0,3,2,0,0,0.0
0,0,678,0.0,0.0,0.0,28,0,5,3,0,0,0.0
0,0,678,0.0,0.0,0.0,35,0,8,4,0,0,0.0
3,2,678,0.0,0.0,0.25,48,10,2,5,0,1,0.2
3,4,678,0.01,0.07,0.45,59,58,16,6,1,0,2.1
-2,4,678,0.07,0.0,1.39,68,57,14,7,1,0,2.6
0,0,678,0.0,0.0,0.0,78,0,20,8,0,0,0.0
0,0,678,0.0,0.0,0.0,85,0,7,9,0,0,0.0
16,5,683,0.12,0.0,0.23,5,37,19,1,0,4,4.4
9,9,683,0.02,0.06,1.0,14,90,3,2,1,1,4.1
11,11,683,0.01,0.05,1.2,28,90,5,3,1,4,2.8
31,10,683,0.02,0.0,1.77,35,90,8,4,1,9,3.3
9,13,683,0.0,0.16,0.71,48,90,2,5,1,4,5.2
45,11,683,0.16,0.31,1.68,59,90,16,6,1,17,10.0
2,5,683,0.01,0.0,1.84,68,90,14,7,1,0,1.7
20,8,683,0.01,0.0,0.83,78,90,20,8,1,6,2.9
0,0,683,0.0,0.0,0.0,85,0,7,9,0,0,0.0
4,2,730,0.0,0.0,0.93,35,21,8,4,0,1,0.1
0,0,730,0.0,0.0,0.0,48,0,2,5,0,0,0.0
2,3,730,0.0,0.0,0.07,59,5,16,6,0,1,0.3
4,1,730,0.0,0.0,0.45,68,31,14,7,0,1,0.0
0,0,730,0.0,0.0,0.0,78,0,20,8,0,0,0.0
12,3,730,0.04,0.0,0.12,85,15,7,9,0,4,4.0
0,0,694,0.0,0.0,0.0,14,0,3,2,0,0,0.0
18,14,694,0.0,0.07,1.2,28,90,5,3,1,4,3.3
32,12,694,0.05,0.0,1.77,35,90,8,4,1,10,3.5
15,16,694,0.18,0.07,0.71,48,90,2,5,1,4,7.9
26,9,694,0.0,0.0,1.68,59,90,16,6,1,6,2.1
13,12,694,0.01,0.0,1.84,68,90,14,7,1,3,2.7
47,12,694,0.06,0.24,0.83,78,90,20,8,1,17,8.0
8,6,694,0.01,0.0,0.9,85,90,7,9,1,2,1.5
4,0,724,0.0,0.0,0.38,35,6,8,4,0,1,0.1
4,2,724,0.0,0.0,0.25,48,9,2,5,0,1,0.6
3,0,724,0.05,0.27,1.23,59,31,16,6,0,1,2.4
7,2,724,0.0,0.0,0.39,68,11,14,7,0,1,0.4
5,2,724,0.0,0.0,0.48,78,14,20,8,0,1,0.4
9,5,724,0.18,0.03,0.9,85,90,7,9,1,2,2.1
36,0,565,0.0,0.0,0.94,6,90,3,1,1,9,3.0
30,0,565,0.01,0.0,1.55,18,90,13,2,1,9,2.8
23,0,565,0.0,0.0,1.59,29,90,4,3,1,3,4.0
39,0,565,0.0,0.0,0.6,40,90,19,4,1,8,3.9
9,0,565,0.0,0.0,1.32,43,90,6,5,1,1,1.3
10,0,565,0.0,0.0,1.15,60,90,20,6,1,2,1.9
13,0,565,0.0,0.0,1.68,67,90,11,7,1,3,2.7
1,0,565,0.0,0.0,0.32,79,90,2,8,1,1,0.5
29,0,565,0.0,0.0,1.53,86,90,9,9,1,6,1.6
0,0,735,0.0,0.0,0.0,35,0,8,4,0,0,0.0
0,0,735,0.0,0.0,0.0,48,0,2,5,0,0,0.0
10,5,735,0.01,0.05,1.23,59,31,16,6,0,1,3.8
5,1,735,0.02,0.16,1.39,68,57,14,7,1,0,4.5
7,4,735,0.0,0.0,0.24,78,62,20,8,1,3,0.3
23,4,735,0.09,0.12,0.66,85,64,7,9,1,5,4.5
0,0,567,0.0,0.0,0.0,6,0,3,1,0,0,0.0
0,0,567,0.0,0.0,0.0,18,0,13,2,0,0,0.0
0,0,567,0.0,0.0,0.0,29,0,4,3,0,0,0.0
0,0,567,0.0,0.0,0.0,40,0,19,4,0,0,0.0
0,0,567,0.0,0.0,0.0,43,0,6,5,0,0,0.0
0,0,567,0.0,0.0,0.0,60,0,20,6,0,0,0.0
0,0,567,0.0,0.0,0.0,67,0,11,7,0,0,0.0
0,0,567,0.0,0.0,0.0,79,0,2,8,0,0,0.0
0,0,567,0.0,0.0,0.0,86,0,9,9,0,0,0.0
0,0,566,0.0,0.0,0.0,6,0,3,1,0,0,0.0
0,0,566,0.0,0.0,0.0,18,0,13,2,0,0,0.0
0,0,566,0.0,0.0,0.0,29,0,4,3,0,0,0.0
0,0,566,0.0,0.0,0.0,40,0,19,4,0,0,0.0
0,0,566,0.0,0.0,0.0,43,0,6,5,0,0,0.0
0,0,566,0.0,0.0,0.0,60,0,20,6,0,0,0.0
0,0,566,0.0,0.0,0.0,67,0,11,7,0,0,0.0
0,0,566,0.0,0.0,0.0,79,0,2,8,0,0,0.0
0,0,566,0.0,0.0,0.0,86,0,9,9,0,0,0.0
22,5,569,0.02,0.0,0.94,6,90,3,1,1,6,2.5
28,10,569,0.0,0.0,1.55,18,90,13,2,1,7,2.3
12,7,569,0.01,0.0,1.59,29,90,4,3,1,2,2.2
44,3,569,0.14,0.07,0.6,40,90,19,4,1,12,9.1
11,18,569,0.02,0.0,1.32,43,90,6,5,1,2,3.4
5,4,569,0.05,0.03,1.15,60,90,20,6,1,2,1.6
10,8,569,0.01,0.0,1.68,67,90,11,7,1,1,1.8
0,0,569,0.0,0.0,0.0,79,0,2,8,0,0,0.0
0,0,569,0.0,0.0,0.0,86,0,9,9,0,0,0.0
26,4,568,0.26,0.02,0.94,6,90,3,1,1,6,6.5
20,6,568,0.13,0.08,1.55,18,90,13,2,1,5,5.7
13,12,568,0.02,0.01,1.56,29,70,4,3,1,4,2.8
32,5,568,0.37,0.0,0.6,40,90,19,4,1,6,5.7
9,7,568,0.06,0.0,1.32,43,88,6,5,1,1,5.1
6,2,568,0.03,0.0,0.15,60,27,20,6,0,1,2.5
15,10,568,0.02,0.0,1.68,67,90,11,7,1,7,2.2
10,3,568,0.02,0.0,0.32,79,90,2,8,1,1,4.1
41,8,568,0.29,0.0,1.53,86,90,9,9,1,11,4.9
0,0,570,0.0,0.0,0.0,6,0,3,1,0,0,0.0
4,2,570,0.0,0.0,0.0,18,1,13,2,0,1,0.4
0,0,570,0.0,0.0,0.0,29,0,4,3,0,0,0.0
3,0,570,0.0,0.0,0.0,40,10,19,4,0,1,0.3
0,0,570,0.0,0.0,0.0,43,0,6,5,0,0,0.0
0,0,570,0.0,0.0,0.0,60,0,20,6,0,0,0.0
3,1,570,0.0,0.0,0.24,67,5,11,7,0,1,0.2
7,9,570,0.02,0.0,0.32,79,90,2,8,1,0,2.1
36,21,570,0.0,0.0,1.53,86,90,9,9,1,9,3.1
0,0,571,0.0,0.0,0.0,6,0,3,1,0,0,0.0
0,0,571,0.0,0.0,0.0,18,0,13,2,0,0,0.0
0,0,571,0.0,0.0,0.0,29,0,4,3,0,0,0.0
0,0,571,0.0,0.0,0.0,40,0,19,4,0,0,0.0
0,0,571,0.0,0.0,0.0,43,0,6,5,0,0,0.0
